Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year,Model
Audi,20500,sedan,106000,1.8,Petrol,yes,2011,A4
Volkswagen,10493,other,1000,1.4,Petrol,yes,2014,Polo
BMW,16800,sedan,154000,3,Petrol,yes,2006,330
Volkswagen,12500,sedan,177000,NA,Petrol,yes,2008,Passat B6
BMW,8200,sedan,238000,3,Diesel,no,2004,730
BMW,8000,sedan,330000,NA,Diesel,yes,1997,525
Mercedes-Benz,14500,van,171000,2.2,Diesel,yes,2011,Vito
Volkswagen,24500,crossover,62000,2,Diesel,yes,2012,Passat CC
Toyota,13250,sedan,96000,2.4,Gas,yes,2008,Rav 4
Toyota,6400,sedan,250000,3,Gas,yes,1998,Camry
Mercedes-Benz,29500,sedan,135000,5.5,Petrol,yes,2008,S 550
Volkswagen,69990,van,1000,5,Diesel,yes,2015,Multivan
Audi,2600,vagon,110000,2.5,Diesel,no,2002,A6
Volkswagen,4900,sedan,500000,1.9,Diesel,yes,1995,Passat B4
Renault,10500,vagon,185000,1.5,Diesel,yes,2011,Megane
Volkswagen,NA,crossover,90000,3.6,Petrol,yes,2008,Touareg
Volkswagen,27200,crossover,1000,2,Diesel,yes,2015,Tiguan
Mercedes-Benz,1350,sedan,360000,2.5,Diesel,no,1989,E-Class
Mercedes-Benz,NA,sedan,24000,3,Diesel,yes,2015,S 350
Toyota,13900,sedan,139000,2.4,Other,yes,2008,Camry
BMW,12800,sedan,194000,4.4,Gas,yes,2002,745
Toyota,21200,crossover,135000,4,Gas,yes,2007,Land Cruiser Prado
Mercedes-Benz,8700,sedan,196000,2,Gas,yes,2000,E-Class
Toyota,8800,sedan,165000,1.8,Petrol,yes,2007,Avensis
Toyota,12900,sedan,129000,1.8,Petrol,yes,2009,Avensis
BMW,9500,sedan,339000,3,Diesel,yes,2001,530
BMW,10700,sedan,243000,3,Diesel,yes,2002,530
Volkswagen,10800,van,156000,1.6,Diesel,yes,2012,Caddy
Mitsubishi,2400,hatch,350000,2,Gas,yes,1989,Galant
Renault,13300,other,132000,1.5,Diesel,yes,2012,Megane
BMW,34500,crossover,85000,3,Petrol,yes,2010,X5
BMW,57000,other,20000,3.5,Petrol,yes,2013,X6
Renault,7200,van,146000,1.5,Diesel,yes,2012,Kangoo
Toyota,23400,sedan,69000,2.5,Gas,yes,2014,Camry
Mercedes-Benz,6500,sedan,215000,55,Petrol,no,2001,S 55
Toyota,48000,crossover,59000,3,Diesel,yes,2014,Land Cruiser Prado
BMW,6800,sedan,325000,NA,Other,no,2005,525
Volkswagen,4200,sedan,1000,1.4,Petrol,yes,2012,Golf VI
Mercedes-Benz,6200,other,340000,2.4,Gas,yes,1998,E-Class
BMW,137000,crossover,2000,4.4,Petrol,yes,2016,X5 M
Audi,1300,sedan,250000,NA,Gas,no,1994,80
BMW,2900,sedan,225000,2.5,Petrol,no,1997,523
Mercedes-Benz,12700,other,199000,2.2,Diesel,yes,2011,Vito
Audi,16999,vagon,140000,4.2,Petrol,yes,2007,A6 Allroad
Volkswagen,13972.07,sedan,0,1.6,Petrol,yes,2016,Polo
Mercedes-Benz,41900,sedan,95000,6.2,Petrol,yes,2011,S 500
Renault,6650,vagon,227000,1.5,Diesel,yes,2005,Megane
Mercedes-Benz,9200,other,280000,2.4,Petrol,yes,2003,E-Class
BMW,15300,sedan,250000,2.5,Petrol,yes,2006,525
Volkswagen,1450,van,100000,1.6,Diesel,yes,1988,T3 (Transporter)
Volkswagen,5900,van,278000,1.9,Diesel,yes,2005,Caddy
Mercedes-Benz,4100,sedan,400000,2,Diesel,yes,1987,190
Mercedes-Benz,4900,sedan,282000,3.2,Gas,yes,1993,E-Class
BMW,12900,vagon,260000,3,Diesel,yes,2004,330
Toyota,33333,vagon,73000,4,Gas,yes,2009,FJ Cruiser
Volkswagen,7200,hatch,127000,1.39,Petrol,yes,2007,Polo
BMW,77777,crossover,1000,3,Diesel,yes,2014,X6
Mercedes-Benz,2300,hatch,175000,1.4,Petrol,no,2000,A 140
Volkswagen,13000,crossover,235000,3.2,Gas,yes,2005,Touareg
Volkswagen,3000,van,318000,1.9,Diesel,yes,1993,T4 (Transporter) 
Renault,7999,van,92000,1.5,Diesel,yes,2013,Kangoo
Mercedes-Benz,11000,van,250000,2.2,Diesel,yes,2005,Vito
BMW,81000,sedan,23000,4.4,Petrol,yes,2014,M5
BMW,3800,sedan,304000,1.9,Gas,no,2000,318
BMW,4300,other,280000,2.5,Petrol,yes,1985,325
Audi,4400,sedan,340000,2.8,Gas,yes,1992,100
Audi,3150,vagon,320000,2.5,Diesel,no,2002,A6
Volkswagen,10900,other,287000,2.5,Other,yes,2004,T5 (Transporter)
Volkswagen,6400,van,305000,NA,Diesel,yes,2004,Caddy
Audi,3050,vagon,250000,2.5,Other,no,2001,A6
Volkswagen,30385,vagon,0,2,Diesel,yes,2014,Touran
BMW,20999,crossover,170000,4.8,Petrol,yes,2008,X5
Volkswagen,1500,sedan,255000,1.9,Diesel,no,1998,Polo
Mitsubishi,NA,crossover,120000,2,Gas,yes,2008,Outlander
Toyota,8500,vagon,200000,2,Petrol,yes,1999,Vista
Toyota,9200,sedan,115000,1.6,Gas,yes,2008,Corolla
Toyota,20800,sedan,49000,3.5,Petrol,yes,2011,Camry
Renault,8100,van,206000,1.9,Diesel,yes,2005,Trafic
Volkswagen,13500,sedan,104000,1.8,Petrol,yes,2010,Passat B6
Renault,4900,van,218000,1.5,Diesel,yes,2006,Kangoo
Volkswagen,6600,hatch,136000,1.4,Gas,yes,2001,Golf IV
Mitsubishi,1450,crossover,245000,2.8,Diesel,no,1996,Pajero
Volkswagen,3600,sedan,320000,1.8,Gas,yes,1989,Passat B3
Toyota,24000,sedan,51000,2.5,Gas,yes,2014,Camry
Toyota,12700,sedan,130000,2.4,Petrol,yes,2008,Camry
Mercedes-Benz,14500,other,315000,5,Gas,yes,2004,CL 500
BMW,2299,sedan,200000,1.8,Petrol,no,1999,318
BMW,8900,sedan,234000,3.5,Gas,yes,1999,735
Audi,30500,vagon,152000,3,Diesel,yes,2012,A6
Mercedes-Benz,4000,sedan,370000,3.2,Diesel,no,2002,E-Class
Toyota,12900,sedan,137000,2.4,Petrol,yes,2008,Camry
Volkswagen,3300,sedan,200000,1.8,Petrol,yes,1989,Passat B3
Toyota,9800,sedan,178000,1.8,Petrol,yes,2007,Avensis
Renault,15200,other,173000,2.3,Diesel,yes,2013,Master
Volkswagen,4950,vagon,290000,1.8,Petrol,yes,1996,Passat B4
Volkswagen,55500,crossover,36000,3,Diesel,yes,2015,Touareg
Volkswagen,17900,van,188000,2.5,Diesel,yes,2008,Multivan
Mercedes-Benz,5900,crossover,271000,2.7,Diesel,no,2003,ML 270
Toyota,20500,crossover,225000,4.7,Gas,yes,2003,Land Cruiser 100
BMW,5000,other,300000,1.8,Petrol,yes,1994,318
Volkswagen,11500,van,100000,2,Diesel,yes,2010,T5 (Transporter) 
Mercedes-Benz,115000,other,35000,NA,Diesel,yes,2015,G 350
Volkswagen,2900,hatch,230000,1.6,Petrol,yes,2000,Golf IV
Mitsubishi,4800,sedan,247000,2,Gas,yes,1998,Galant
Renault,1550,vagon,235000,2,Petrol,no,1998,Laguna
Mitsubishi,16000,crossover,147000,2.5,Diesel,yes,2008,Pajero Sport
Volkswagen,6400,van,312000,2.5,Diesel,yes,2000,T4 (Transporter) 
BMW,5800,other,400000,2,Petrol,yes,1998,520
Mercedes-Benz,11000,sedan,263000,3.2,Diesel,yes,2001,E-Class
Renault,4500,sedan,305000,1.5,Diesel,yes,2004,Megane
Renault,14200,crossover,83000,2,Diesel,yes,2012,Koleos
BMW,71500,crossover,19000,2.5,Diesel,yes,2015,X5
Audi,6200,sedan,200000,1.8,Petrol,yes,2003,A4
Volkswagen,10500,van,130000,1.9,Diesel,yes,2010,Caddy
Toyota,12700,sedan,136000,3.5,Petrol,yes,2007,Camry
Audi,7000,other,126000,2.6,Petrol,yes,1998,80
BMW,4500,sedan,230000,4,Gas,yes,1994,540
BMW,4800,vagon,400000,2.5,Diesel,yes,1994,525
Renault,11500,van,170000,1.5,Diesel,yes,2012,Grand Scenic
BMW,42000,crossover,33000,2,Petrol,yes,2014,X3
Audi,2500,sedan,371000,2.2,Gas,yes,1987,100
Mercedes-Benz,22600,crossover,165000,3,Diesel,yes,2007,ML 320
Volkswagen,9900,sedan,80000,1.6,Petrol,yes,2011,Polo
Mercedes-Benz,13500,van,259000,3,Diesel,yes,2007,Vito
Volkswagen,10600,other,140000,2,Other,yes,2007,Passat B6
Mercedes-Benz,12500,van,242000,2.2,Diesel,yes,2008,Vito
Renault,7499,van,123000,1.5,Diesel,yes,2009,Kangoo
Volkswagen,9999,hatch,118000,1.2,Diesel,yes,2011,Polo
Toyota,18600,hatch,73000,1.6,Petrol,yes,2013,Auris
Volkswagen,7600,hatch,225000,1.4,Petrol,yes,2004,Golf V
Volkswagen,NA,other,201000,1.9,Diesel,yes,2007,T5 (Transporter)
Volkswagen,9200,hatch,127000,1.6,Petrol,yes,2007,Golf V
Audi,3700,vagon,290000,1.9,Diesel,no,2002,A4
BMW,26000,crossover,270000,4.8,Petrol,yes,2008,X5
BMW,12950,sedan,268000,4,Diesel,yes,2004,740
Mitsubishi,15200,crossover,193000,3,Gas,yes,2008,Pajero Wagon
Audi,62000,vagon,24000,3,Diesel,yes,2015,A6 Allroad
Toyota,68500,van,1000,3.5,Petrol,yes,2016,Sienna
Volkswagen,2500,hatch,111000,1.6,Gas,yes,1999,Golf IV
Volkswagen,2600,other,296000,1.9,Diesel,no,2000,Golf IV
Mercedes-Benz,12250,van,300000,2.2,Diesel,yes,2007,Vito
Toyota,39900,crossover,94000,4,Gas,yes,2010,Land Cruiser Prado
Volkswagen,1500,other,160000,1.4,Petrol,no,1999,Golf IV
Mercedes-Benz,3700,sedan,270000,3.5,Petrol,no,2004,S 350
BMW,8999,other,160000,1.8,Petrol,yes,1997,318
Mitsubishi,9900,other,200000,2.5,Diesel,yes,2007,L 200
Volkswagen,16800,crossover,249000,5,Diesel,yes,2005,Touareg
Volkswagen,23999,sedan,0,1.6,Diesel,yes,2016,Jetta
Mercedes-Benz,36000,crossover,162000,3,Diesel,yes,2009,GL 320
Mitsubishi,15800,other,146000,2.5,Diesel,yes,2013,L 200
Volkswagen,19300,sedan,136000,2,Diesel,yes,2011,Passat B7
Renault,6450,van,148000,1.5,Diesel,yes,2012,Kangoo
Renault,4200,van,220000,1.5,Diesel,yes,2004,Kangoo
Mercedes-Benz,NA,sedan,29000,6,Petrol,yes,2011,S-Guard
BMW,32000,crossover,52000,3,Petrol,yes,2012,X5
Toyota,12500,sedan,110000,2.4,Gas,yes,2007,Camry
BMW,47900,crossover,178000,4,Diesel,yes,2012,X5
Mercedes-Benz,21999,sedan,200000,3,Diesel,yes,2008,E-Class
Audi,15000,sedan,168000,NA,Other,yes,2007,A6
Toyota,7500,hatch,74000,1.3,Petrol,yes,2008,Yaris
Mercedes-Benz,125000,sedan,17000,3,Diesel,yes,2015,S 350
BMW,30500,hatch,110000,4.4,Petrol,yes,2008,X6
Volkswagen,17191.2,sedan,0,1.6,Petrol,yes,2016,Jetta
Mercedes-Benz,45555,sedan,42000,3,Diesel,yes,2011,S 350
BMW,15200,sedan,227000,2.5,Petrol,yes,2008,525
Volkswagen,8700,sedan,270000,NA,Diesel,yes,2009,Caddy
Volkswagen,7800,van,226000,1.9,Diesel,yes,2005,T5 (Transporter) 
Volkswagen,22000,hatch,40000,1.4,Petrol,yes,2013,Golf VII
Mitsubishi,9300,crossover,156000,2.4,Gas,yes,2006,Outlander
Mercedes-Benz,31900,sedan,97000,2.2,Diesel,yes,2011,E-Class
Mercedes-Benz,9350,van,160000,2.2,Diesel,yes,2008,Vito
BMW,32500,sedan,134000,2,Diesel,yes,2010,520
Renault,10200,vagon,151000,1.5,Diesel,yes,2011,Megane
Toyota,8200,crossover,200000,2,Gas,yes,2002,Rav 4
Mercedes-Benz,7400,sedan,190000,2,Petrol,yes,2002,C-Class
Mitsubishi,14200,crossover,155000,3,Gas,yes,2007,Outlander XL
Volkswagen,24900,sedan,1000,1.6,Diesel,yes,2016,Jetta
Mercedes-Benz,24300,sedan,150000,3.5,Gas,yes,2008,S 350
Volkswagen,9300,van,176000,1.9,Diesel,yes,2005,T5 (Transporter)
Volkswagen,21000,crossover,130000,2.5,Diesel,yes,2008,Touareg
Audi,36000,crossover,145000,3,Petrol,yes,2010,Q7
Mitsubishi,22900,crossover,69000,2.4,Petrol,yes,2014,Outlander
Mercedes-Benz,9900,sedan,275000,2.2,Other,yes,2005,E-Class
Volkswagen,3950,hatch,288000,1.8,Gas,yes,1996,Golf III
Toyota,28700,crossover,100000,3.5,Petrol,yes,2012,Highlander
Volkswagen,16900,van,121000,2,Diesel,yes,2014,T5 (Transporter) 
Mercedes-Benz,7300,sedan,245000,2.8,Gas,yes,1998,E-Class
Mercedes-Benz,2200,sedan,400000,2,Petrol,yes,1988,190
Toyota,25500,other,103000,3.5,Petrol,yes,2010,Venza
Volkswagen,7650,other,260000,2,Diesel,yes,2005,Caddy
Toyota,22800,other,55000,2.5,Petrol,yes,2013,Camry
Renault,8900,van,170000,1.9,Diesel,yes,2005,Trafic
Renault,10990,sedan,118000,2,Petrol,yes,2012,Fluence
Mercedes-Benz,107777,crossover,0,3,Diesel,yes,2016,GLS 350
Toyota,17000,sedan,95000,2,Gas,yes,2011,Avensis
Renault,999,sedan,430000,2,Gas,yes,1988,25
Audi,12800,other,0,NA,Other,yes,2005,A6
BMW,66500,crossover,0,2,Other,yes,2016,X5
Volkswagen,4300,vagon,289000,2,Petrol,yes,1994,Passat B4
BMW,3350,vagon,295000,2,Diesel,no,2002,320
Toyota,10400,sedan,87000,1.6,Petrol,yes,2008,Corolla
BMW,22700,crossover,216000,4.8,Petrol,yes,2007,X5
Renault,6700,van,102000,1.5,Diesel,yes,2012,Kangoo
Audi,3250,sedan,285000,NA,Gas,no,1996,A8
Audi,3800,sedan,257000,2,Petrol,yes,1993,80
Volkswagen,10900,vagon,185000,1.4,Petrol,yes,2011,Golf VII
Mercedes-Benz,11000,van,300000,2.2,Diesel,yes,2007,Vito
Volkswagen,51900,crossover,30000,3,Diesel,yes,2015,Touareg
Mercedes-Benz,18900,sedan,232000,3,Diesel,yes,2007,E-Class
BMW,25500,sedan,148000,3,Diesel,yes,2007,535
Renault,14500,sedan,98000,1.5,Diesel,yes,2014,Fluence
BMW,7900,sedan,260000,3.5,Petrol,yes,1997,535
Audi,44800,crossover,95000,3,Diesel,yes,2014,Q7
Toyota,26200,other,73000,2.5,Diesel,yes,2012,Hilux
BMW,14000,crossover,164000,3,Diesel,no,2006,X5
Renault,7900,van,300000,1.9,Diesel,yes,2006,Trafic
Renault,1350,sedan,100000,1.7,Petrol,yes,1986,21
Volkswagen,10777,van,157000,1.6,Diesel,yes,2012,Caddy
Renault,8300,van,217000,1.9,Diesel,yes,2004,Trafic
Volkswagen,40000,sedan,1000,1.4,Petrol,yes,2015,Passat B8
Mercedes-Benz,16800,other,266000,3,Diesel,yes,2007,E-Class
Audi,43000,crossover,1000,2,Petrol,yes,2016,Q3
Toyota,22900,sedan,60000,2.5,Petrol,yes,2012,Camry
Audi,10900,sedan,225000,2.4,Petrol,yes,2005,A6
BMW,2550,sedan,280000,1.6,Petrol,no,2000,316
Mercedes-Benz,18700,other,142000,2.2,Diesel,yes,2007,Viano
Toyota,3800,sedan,220000,1.6,Petrol,yes,1994,Carina
Mercedes-Benz,7700,van,290000,2.2,Diesel,yes,2004,Vito
BMW,112000,sedan,16000,3,Diesel,yes,2015,730
Mercedes-Benz,2600,van,280000,2.9,Diesel,no,1997,Sprinter 312
Volkswagen,14900,vagon,165000,1.4,Petrol,yes,2013,Passat B7
Mitsubishi,11960,other,140000,2.5,Diesel,yes,2007,L 200
Mitsubishi,19800,crossover,130000,2.5,Diesel,yes,2011,Pajero Sport
Mercedes-Benz,12800,van,116000,2.2,Diesel,yes,2012,Vito
Mercedes-Benz,34000,sedan,69000,2,Petrol,yes,2013,E-Class
Audi,29999,sedan,97000,3,Petrol,yes,2011,S5
Renault,10499,other,160000,NA,Diesel,yes,2013,Trafic
Mitsubishi,4900,vagon,250000,2.5,Petrol,yes,2001,Galant
BMW,12900,sedan,200000,2.5,Petrol,yes,2006,523
Mercedes-Benz,12600,sedan,300000,2.7,Diesel,yes,2003,E-Class
Volkswagen,9800,other,117000,1.6,Diesel,yes,2014,Caddy
Audi,3650,sedan,270000,1.9,Diesel,yes,2002,A6
Renault,1150,hatch,250000,1.4,Petrol,yes,1987,5
Volkswagen,37900,crossover,73000,3,Diesel,yes,2012,Touareg
Volkswagen,17900,crossover,145000,3,Diesel,yes,2007,Touareg
BMW,37500,crossover,110000,4.4,Petrol,yes,2011,X6
BMW,27900,sedan,170000,3,Petrol,yes,2011,530
Mercedes-Benz,177000,crossover,0,5.5,Petrol,yes,2016,GLS 63
Volkswagen,10600,van,153000,1.6,Diesel,yes,2012,Caddy
Mercedes-Benz,39900,crossover,127000,5.5,Petrol,yes,2010,GL 550
Volkswagen,5200,van,260000,1.9,Diesel,no,2005,Touran
Volkswagen,16999,sedan,105000,1.8,Petrol,yes,2011,Passat B7
Toyota,10200,sedan,122000,7.2,Petrol,yes,2011,Corolla
Renault,8400,van,260000,1.9,Diesel,yes,2005,Trafic
Audi,30900,crossover,27000,2,Petrol,yes,2011,Q5
Mercedes-Benz,9500,van,248000,2.2,Diesel,yes,2005,Vito
Mitsubishi,12800,crossover,153000,1.6,Gas,yes,2011,ASX
BMW,48900,crossover,60000,3,Diesel,yes,2011,X3
Renault,11600,vagon,165000,1.5,Diesel,yes,2012,Megane
Volkswagen,20200,hatch,22000,1.2,Petrol,yes,2014,Golf VII
Mercedes-Benz,12700,hatch,140000,1.7,Gas,yes,2007,B 170
Mercedes-Benz,144900,sedan,16000,3,Diesel,yes,2014,S 350
Toyota,17835,crossover,240000,2.7,Gas,yes,2007,Land Cruiser Prado
Toyota,NA,vagon,160000,2.4,Gas,yes,2007,Rav 4
Mercedes-Benz,30900,sedan,71000,2.2,Diesel,yes,2012,E-Class
Renault,9500,sedan,88000,1.6,Gas,yes,2012,Fluence
Volkswagen,11500,van,192000,1.9,Diesel,yes,2008,Caddy
Renault,18932.55,hatch,0,1.5,Diesel,yes,2016,Megane
Mercedes-Benz,33000,vagon,91000,NA,Other,yes,2013,E-Class
Renault,11700,vagon,155000,1.5,Diesel,yes,2012,Megane
Renault,9900,crossover,201000,1.9,Diesel,yes,2006,Kangoo
Mercedes-Benz,19500,sedan,180000,3,Diesel,yes,2008,E-Class
Mercedes-Benz,6000,sedan,350000,2,Diesel,yes,1985,200
Audi,3400,vagon,261000,2.5,Diesel,no,2004,A6
Volkswagen,8200,other,102000,1.6,Diesel,yes,2012,Caddy
Toyota,15600,sedan,165000,3.5,Gas,yes,2008,Camry
BMW,NA,sedan,43000,3,Petrol,yes,2011,535
Toyota,47500,crossover,45000,3,Diesel,yes,2014,Land Cruiser Prado
Audi,33900,sedan,58000,2,Petrol,yes,2014,A5
Toyota,97500,crossover,2000,4.6,Petrol,yes,2016,Land Cruiser 200
Renault,15000,sedan,21000,1.5,Diesel,yes,2014,Fluence
Toyota,28999,sedan,86000,3.5,Petrol,yes,2013,Camry
Audi,15000,hatch,66000,1.2,Petrol,yes,2011,A1
Toyota,36000,crossover,66000,3,Diesel,yes,2010,Land Cruiser Prado
Toyota,19500,crossover,150000,4,Petrol,yes,2005,Land Cruiser Prado
Mercedes-Benz,5000,sedan,350000,1.8,Other,yes,1995,C-Class
Mercedes-Benz,17800,sedan,73000,3,Petrol,yes,2008,C-Class
Mercedes-Benz,5000,sedan,215000,2.6,Gas,yes,1992,E-Class
Renault,3100,hatch,275000,1.2,Petrol,yes,1991,Clio
Renault,1200,sedan,240000,1.7,Gas,yes,1988,9
BMW,3800,sedan,100000,1.8,Petrol,yes,1992,318
Renault,1999,vagon,260000,1.9,Diesel,no,2001,Laguna
Mercedes-Benz,42900,hatch,3000,NA,Other,yes,2016,B-Class Electric Drive
Mercedes-Benz,8800,sedan,330000,5,Petrol,yes,2000,S 500
Renault,8800,van,250000,1.9,Diesel,yes,2006,Trafic
Mercedes-Benz,15300,other,168000,3.2,Petrol,yes,2003,CLK 320
BMW,39900,sedan,5000,2,Petrol,yes,2016,520
Renault,7400,van,181000,2,Diesel,yes,2007,Trafic
Volkswagen,28000,van,163000,2,Diesel,yes,2010,Multivan
Volkswagen,12300,van,182000,2,Diesel,yes,2011,T6 (Transporter) 
Renault,3600,sedan,101000,2,Petrol,yes,1997,Megane
Toyota,8450,sedan,193000,1.6,Gas,yes,2007,Corolla
Volkswagen,2500,hatch,297000,1.6,Petrol,yes,1995,Golf III
Toyota,9950,sedan,106000,1.6,Gas,yes,2008,Corolla
Mercedes-Benz,23200,sedan,58000,1.8,Petrol,yes,2010,C-Class
Toyota,10500,sedan,124000,1.8,Petrol,yes,2008,Avensis
Mercedes-Benz,11200,sedan,280000,2.2,Diesel,yes,2005,E-Class
Volkswagen,9750,van,1000,1.9,Diesel,yes,2004,T5 (Transporter)
Toyota,20800,crossover,70000,2.7,Petrol,yes,2008,Land Cruiser Prado
Audi,33500,hatch,35000,1.8,Petrol,yes,2014,A5
Volkswagen,10000,sedan,66000,1.6,Petrol,yes,2011,Polo
Mitsubishi,NA,crossover,205000,2.5,Diesel,yes,2006,Pajero Sport
Mitsubishi,2199,hatch,400000,1.8,Other,yes,1991,Galant
Audi,16800,hatch,47000,1.2,Petrol,yes,2013,A3
Mercedes-Benz,25500,crossover,200000,4,Diesel,yes,2007,GL 420
Audi,2099,sedan,314000,1.9,Diesel,no,1996,A4
Toyota,20000,crossover,250000,4.2,Diesel,yes,2000,Land Cruiser 100
Volkswagen,7400,van,380000,2.5,Diesel,yes,2000,T4 (Transporter)
Volkswagen,12000,other,209000,NA,Diesel,yes,2006,T5 (Transporter) 
Mercedes-Benz,NA,van,273000,2.9,Diesel,yes,2001,Sprinter 310
BMW,16500,sedan,150000,2.5,Petrol,yes,2005,325
Audi,18500,sedan,137000,NA,Petrol,yes,2009,A6
Mercedes-Benz,43500,other,51000,3,Diesel,yes,2014,E-Class
Renault,7450,other,190000,NA,Diesel,yes,2004,Grand Scenic
Volkswagen,3100,hatch,118000,1.8,Gas,yes,1993,Golf III
Mercedes-Benz,12100,sedan,310000,2.2,Diesel,yes,2005,E-Class
Mercedes-Benz,12000,van,230000,2.2,Diesel,yes,2008,Vito
Mitsubishi,33000,other,0,2.4,Diesel,yes,2016,L 200
Renault,15672.15,van,0,1.5,Diesel,yes,2016,Dokker
Renault,6600,van,134000,1.5,Diesel,yes,2011,Kangoo
Renault,12800,vagon,127000,1.5,Diesel,yes,2011,Megane
Mercedes-Benz,300000,sedan,68000,6,Petrol,yes,2011,S 600
Renault,7200,van,73000,1.5,Diesel,yes,2012,Kangoo
BMW,21000,hatch,79000,1.6,Petrol,yes,2013,118
Mitsubishi,5900,hatch,92000,1.6,Petrol,yes,2003,Carisma
Volkswagen,9500,van,205000,2,Petrol,yes,2006,Passat B6
Renault,2100,van,270000,1.9,Diesel,no,2002,Scenic
Audi,4000,sedan,260000,NA,Diesel,no,2000,A6
Toyota,8100,hatch,91000,1.6,Petrol,yes,2007,Auris
Mercedes-Benz,60000,crossover,140000,5.5,Gas,yes,2008,G 55 AMG
BMW,2899,sedan,260000,2,Diesel,no,2000,320
BMW,73900,sedan,57000,4.4,Petrol,yes,2013,M5
BMW,7998,sedan,253000,NA,Petrol,yes,1998,323
BMW,3400,vagon,191000,2,Diesel,no,2002,320
BMW,26500,sedan,70000,3,Petrol,yes,2008,330
Mitsubishi,5800,sedan,186000,1.6,Petrol,yes,2006,Lancer
BMW,9999,sedan,200000,1.8,Petrol,yes,2004,318
Volkswagen,12999,vagon,95000,1.6,Diesel,yes,2010,Passat B6
Mercedes-Benz,75500,van,14000,2.2,Diesel,yes,2015,V 250
BMW,2499,sedan,210000,1.8,Petrol,no,2000,318
Renault,2900,hatch,280000,NA,Diesel,no,2005,Scenic
Volkswagen,3500,hatch,201000,1.9,Diesel,no,2002,Golf IV
Audi,NA,sedan,177000,1.8,Petrol,yes,1998,A4
Volkswagen,10000,van,283000,2.5,Diesel,yes,2005,T5 (Transporter)
Mitsubishi,7000,sedan,133000,1.6,Petrol,yes,2008,Lancer
Mercedes-Benz,169000,van,1000,3,Diesel,yes,2014,Sprinter 319
Volkswagen,35999,crossover,84000,3,Diesel,yes,2011,Touareg
Mitsubishi,2900,sedan,350000,1.6,Petrol,yes,1994,Lancer
Volkswagen,32400,crossover,50000,2,Diesel,yes,2014,Tiguan
Mitsubishi,15000,crossover,95000,2.5,Diesel,yes,2008,Pajero Sport
Mitsubishi,7300,sedan,145000,1.6,Petrol,yes,2008,Lancer
Toyota,30500,sedan,7000,2.5,Gas,yes,2015,Camry
BMW,6300,sedan,270000,3.5,Petrol,yes,1998,735
Mitsubishi,6200,sedan,170000,NA,Other,yes,2005,Lancer
BMW,23500,crossover,180000,4.8,Petrol,yes,2008,X5
Volkswagen,NA,sedan,60000,2,Diesel,yes,2013,Passat CC
Volkswagen,10400,sedan,87000,1.6,Petrol,yes,2011,Polo
Volkswagen,22600,crossover,187000,3,Diesel,yes,2008,Touareg
Volkswagen,8900,hatch,128000,1.4,Petrol,yes,2010,Polo
Audi,8400,sedan,260000,1.8,Gas,yes,2003,A4
Toyota,13300,sedan,158000,2,Gas,yes,2009,Avensis
Mercedes-Benz,16500,van,152000,2.2,Diesel,yes,2012,Vito
Renault,4200,vagon,180000,1.4,Petrol,yes,2000,Kangoo
Volkswagen,NA,van,320000,1.6,Diesel,yes,1985,T3 (Transporter)
Volkswagen,18999,sedan,122000,1.8,Petrol,yes,2012,Passat CC
Mitsubishi,12400,sedan,52000,1.6,Petrol,yes,2013,Lancer X
Mitsubishi,3950,other,280000,2.5,Diesel,no,1994,Pajero
Toyota,13850,hatch,24000,1.6,Other,yes,2010,Auris
Mitsubishi,5999,hatch,108000,1.3,Petrol,yes,2006,Colt
Audi,2650,sedan,300000,2,Petrol,yes,1987,80
BMW,5400,sedan,404000,2.5,Petrol,yes,1992,525
Mercedes-Benz,28500,hatch,15000,1.8,Diesel,yes,2014,A 180
Mercedes-Benz,46900,other,10000,2.2,Diesel,yes,2012,E-Class
Renault,12000,sedan,81000,2,Petrol,yes,2012,Fluence
Volkswagen,29040,sedan,0,1.4,Petrol,yes,2015,Jetta
Mercedes-Benz,NA,van,261000,2.2,Diesel,yes,2007,Vito
Audi,9800,hatch,165000,1.6,Gas,yes,2006,A3
BMW,7000,sedan,400000,2.8,Petrol,yes,1998,528
Volkswagen,12800,van,230000,2,Diesel,yes,2011,T5 (Transporter) 
BMW,8500,sedan,365000,3,Diesel,yes,2001,530
Toyota,3650,hatch,260000,1.3,Petrol,yes,1996,Corolla
Volkswagen,11500,other,51000,1.6,Petrol,yes,2013,Polo
Volkswagen,9800,van,130000,1.6,Diesel,yes,2012,Caddy
Renault,2350,van,380000,1.9,Diesel,no,2003,Espace
Audi,21800,vagon,172000,2,Diesel,yes,2011,A4
Volkswagen,20300,crossover,139000,3,Diesel,yes,2008,Touareg
Mercedes-Benz,11800,sedan,167000,3.2,Diesel,yes,2003,E-Class
Renault,8400,van,248000,2.5,Diesel,yes,2005,Trafic
BMW,NA,sedan,240000,2.8,Gas,yes,1997,528
Mercedes-Benz,81500,sedan,1000,3,Diesel,yes,2016,GLE-Class
Mitsubishi,20300,other,30000,NA,Diesel,yes,2014,L 200
Toyota,14900,other,175000,3.5,Gas,yes,2008,Camry
Mitsubishi,7500,sedan,79000,1.6,Gas,yes,2008,Lancer
Volkswagen,NA,other,440000,1.4,Petrol,yes,2008,Eos
